sale_date,product_id,quantity_sold,total_price,product_name,category,stock_quantity,unit_price,customer_id,name,created_at
2024-11-30,7,2,80.0,Flour,Grocery,350,40.0,32,Fiona Harper,2025-02-20 17:12:13
2024-11-03,7,2,80.0,Flour,Grocery,350,40.0,15,Olivia Adams,2025-02-20 16:48:00
2024-10-10,7,2,80.0,Flour,Grocery,350,40.0,6,Frank Harris,2025-02-20 16:48:00
2024-10-30,7,1,40.0,Flour,Grocery,350,40.0,20,Thomas White,2025-02-20 16:48:00
2024-10-14,7,2,80.0,Flour,Grocery,350,40.0,29,Catherine Lee,2025-02-20 16:48:00
2024-10-30,7,1,40.0,Flour,Grocery,350,40.0,38,Laura Bennett,2025-02-20 17:12:13
2024-09-10,7,2,80.0,Flour,Grocery,350,40.0,6,Frank Harris,2025-02-20 16:48:00
2024-09-30,7,1,40.0,Flour,Grocery,350,40.0,20,Thomas White,2025-02-20 16:48:00
2024-09-16,7,2,80.0,Flour,Grocery,350,40.0,29,Catherine Lee,2025-02-20 16:48:00
2024-09-20,7,1,40.0,Flour,Grocery,350,40.0,20,Thomas White,2025-02-20 16:48:00
2024-09-12,7,1,40.0,Flour,Grocery,350,40.0,39,Michael Foster,2025-02-20 17:12:13
2024-08-20,7,1,40.0,Flour,Grocery,350,40.0,20,Thomas White,2025-02-20 16:48:00
2024-08-12,7,1,40.0,Flour,Grocery,350,40.0,39,Michael Foster,2025-02-20 17:12:13
2024-08-20,7,4,160.0,Flour,Grocery,350,40.0,20,Thomas White,2025-02-20 16:48:00
2024-08-27,7,2,80.0,Flour,Grocery,350,40.0,39,Michael Foster,2025-02-20 17:12:13
2024-08-20,7,4,160.0,Flour,Grocery,350,40.0,20,Thomas White,2025-02-20 16:48:00
2024-07-07,7,4,160.0,Flour,Grocery,350,40.0,13,Mia Scott,2025-02-20 16:48:00
2024-07-24,7,4,160.0,Flour,Grocery,350,40.0,7,Grace Miller,2025-02-20 16:48:00
2024-07-19,7,4,160.0,Flour,Grocery,350,40.0,34,Hannah Stewart,2025-02-20 17:12:13
2024-12-04,8,4,220.0,Juice,Beverages,200,55.0,8,Henry Clark,2025-02-20 16:48:00
2024-12-09,8,4,220.0,Juice,Beverages,200,55.0,18,Ryan Lewis,2025-02-20 16:48:00
2024-12-14,8,3,165.0,Juice,Beverages,200,55.0,28,Brian Rivera,2025-02-20 16:48:00
2024-12-19,8,6,330.0,Juice,Beverages,200,55.0,8,Henry Clark,2025-02-20 16:48:00
2024-12-24,8,1,55.0,Juice,Beverages,200,55.0,18,Ryan Lewis,2025-02-20 16:48:00
2025-01-04,8,2,110.0,Juice,Beverages,200,55.0,8,Henry Clark,2025-02-20 16:48:00
2025-01-09,8,6,330.0,Juice,Beverages,200,55.0,18,Ryan Lewis,2025-02-20 16:48:00
2025-01-14,8,2,110.0,Juice,Beverages,200,55.0,8,Henry Clark,2025-02-20 16:48:00
2025-01-19,8,4,220.0,Juice,Beverages,200,55.0,24,Xavier Moore,2025-02-20 16:48:00
2025-01-24,8,1,55.0,Juice,Beverages,200,55.0,34,Hannah Stewart,2025-02-20 17:12:13
2025-02-04,8,6,330.0,Juice,Beverages,200,55.0,7,Grace Miller,2025-02-20 16:48:00
2025-02-09,8,5,275.0,Juice,Beverages,200,55.0,17,Quinn Perez,2025-02-20 16:48:00
2025-02-13,8,6,330.0,Juice,Beverages,200,55.0,6,Frank Harris,2025-02-20 16:48:00
2025-02-18,8,4,220.0,Juice,Beverages,200,55.0,16,Paul Baker,2025-02-20 16:48:00
2025-02-23,8,3,165.0,Juice,Beverages,200,55.0,6,Frank Harris,2025-02-20 16:48:00
2024-11-08,8,2,110.0,Juice,Beverages,200,55.0,14,Noah Carter,2025-02-20 16:48:00
2024-11-29,8,2,110.0,Juice,Beverages,200,55.0,5,Emma Wilson,2025-02-20 16:48:00
2024-11-08,8,1,55.0,Juice,Beverages,200,55.0,39,Michael Foster,2025-02-20 17:12:13
2024-11-14,8,2,110.0,Juice,Beverages,200,55.0,11,Katie Young,2025-02-20 16:48:00
2024-10-02,8,1,55.0,Juice,Beverages,200,55.0,1,Alice Johnson,2025-02-20 16:48:00
2024-10-22,8,4,220.0,Juice,Beverages,200,55.0,14,Noah Carter,2025-02-20 16:48:00
2024-10-07,8,1,55.0,Juice,Beverages,200,55.0,25,Yvonne Rodriguez,2025-02-20 16:48:00
2024-10-26,8,4,220.0,Juice,Beverages,200,55.0,35,Ian Porter,2025-02-20 17:12:13
2024-09-02,8,1,55.0,Juice,Beverages,200,55.0,1,Alice Johnson,2025-02-20 16:48:00
2024-09-22,8,4,220.0,Juice,Beverages,200,55.0,14,Noah Carter,2025-02-20 16:48:00
2024-09-09,8,1,55.0,Juice,Beverages,200,55.0,25,Yvonne Rodriguez,2025-02-20 16:48:00
2024-09-28,8,4,220.0,Juice,Beverages,200,55.0,35,Ian Porter,2025-02-20 17:12:13
2024-09-04,8,2,110.0,Juice,Beverages,200,55.0,4,David Williams,2025-02-20 16:48:00
2024-09-22,8,3,165.0,Juice,Beverages,200,55.0,22,Victor King,2025-02-20 16:48:00
2024-08-04,8,2,110.0,Juice,Beverages,200,55.0,4,David Williams,2025-02-20 16:48:00
2024-08-22,8,3,165.0,Juice,Beverages,200,55.0,22,Victor King,2025-02-20 16:48:00
2024-08-12,8,1,55.0,Juice,Beverages,200,55.0,4,David Williams,2025-02-20 16:48:00
2024-08-24,8,1,55.0,Juice,Beverages,200,55.0,22,Victor King,2025-02-20 16:48:00
2024-08-04,8,1,55.0,Juice,Beverages,200,55.0,4,David Williams,2025-02-20 16:48:00
2024-08-22,8,1,55.0,Juice,Beverages,200,55.0,22,Victor King,2025-02-20 16:48:00
2024-07-02,8,1,55.0,Juice,Beverages,200,55.0,3,Charlie Brown,2025-02-20 16:48:00
2024-07-11,8,1,55.0,Juice,Beverages,200,55.0,21,Uma Thompson,2025-02-20 16:48:00
2024-07-20,8,1,55.0,Juice,Beverages,200,55.0,38,Laura Bennett,2025-02-20 17:12:13
2024-07-28,8,1,55.0,Juice,Beverages,200,55.0,25,Yvonne Rodriguez,2025-02-20 16:48:00
2024-12-05,9,1,150.0,Chicken,Meat,100,150.0,9,Isabella Hall,2025-02-20 16:48:00
2024-12-10,9,5,750.0,Chicken,Meat,100,150.0,19,Sophia Martin,2025-02-20 16:48:00
2024-12-15,9,4,600.0,Chicken,Meat,100,150.0,29,Catherine Lee,2025-02-20 16:48:00
2024-12-20,9,2,300.0,Chicken,Meat,100,150.0,9,Isabella Hall,2025-02-20 16:48:00
2024-12-25,9,5,750.0,Chicken,Meat,100,150.0,19,Sophia Martin,2025-02-20 16:48:00
2025-01-05,9,6,900.0,Chicken,Meat,100,150.0,9,Isabella Hall,2025-02-20 16:48:00
2025-01-10,9,4,600.0,Chicken,Meat,100,150.0,19,Sophia Martin,2025-02-20 16:48:00
2025-01-15,9,3,450.0,Chicken,Meat,100,150.0,10,Jack Allen,2025-02-20 16:48:00
2025-01-20,9,5,750.0,Chicken,Meat,100,150.0,25,Yvonne Rodriguez,2025-02-20 16:48:00
2025-01-25,9,6,900.0,Chicken,Meat,100,150.0,35,Ian Porter,2025-02-20 17:12:13
2025-02-04,9,2,300.0,Chicken,Meat,100,150.0,8,Henry Clark,2025-02-20 16:48:00
2025-02-09,9,3,450.0,Chicken,Meat,100,150.0,18,Ryan Lewis,2025-02-20 16:48:00
2025-02-14,9,2,300.0,Chicken,Meat,100,150.0,7,Grace Miller,2025-02-20 16:48:00
2025-02-19,9,3,450.0,Chicken,Meat,100,150.0,17,Quinn Perez,2025-02-20 16:48:00
2025-02-24,9,1,150.0,Chicken,Meat,100,150.0,7,Grace Miller,2025-02-20 16:48:00
2024-11-07,9,2,300.0,Chicken,Meat,100,150.0,31,Ethan Brooks,2025-02-20 17:12:13
2024-11-25,9,2,300.0,Chicken,Meat,100,150.0,32,Fiona Harper,2025-02-20 17:12:13
2024-11-03,9,2,300.0,Chicken,Meat,100,150.0,2,Bob Smith,2025-02-20 16:48:00
2024-11-05,9,2,300.0,Chicken,Meat,100,150.0,6,Frank Harris,2025-02-20 16:48:00
2024-10-08,9,1,150.0,Chicken,Meat,100,150.0,5,Emma Wilson,2025-02-20 16:48:00
2024-10-24,9,1,150.0,Chicken,Meat,100,150.0,15,Olivia Adams,2025-02-20 16:48:00
2024-10-03,9,1,150.0,Chicken,Meat,100,150.0,23,Wendy Garcia,2025-02-20 16:48:00
2024-10-20,9,1,150.0,Chicken,Meat,100,150.0,32,Fiona Harper,2025-02-20 17:12:13
2024-09-08,9,1,150.0,Chicken,Meat,100,150.0,5,Emma Wilson,2025-02-20 16:48:00
2024-09-24,9,1,150.0,Chicken,Meat,100,150.0,15,Olivia Adams,2025-02-20 16:48:00
2024-09-05,9,1,150.0,Chicken,Meat,100,150.0,23,Wendy Garcia,2025-02-20 16:48:00
2024-09-22,9,1,150.0,Chicken,Meat,100,150.0,32,Fiona Harper,2025-02-20 17:12:13
2024-09-14,9,1,150.0,Chicken,Meat,100,150.0,14,Noah Carter,2025-02-20 16:48:00
2024-09-05,9,2,300.0,Chicken,Meat,100,150.0,31,Ethan Brooks,2025-02-20 17:12:13
2024-08-14,9,1,150.0,Chicken,Meat,100,150.0,14,Noah Carter,2025-02-20 16:48:00
2024-08-05,9,2,300.0,Chicken,Meat,100,150.0,31,Ethan Brooks,2025-02-20 17:12:13
2024-08-08,9,2,300.0,Chicken,Meat,100,150.0,14,Noah Carter,2025-02-20 16:48:00
2024-08-11,9,1,150.0,Chicken,Meat,100,150.0,31,Ethan Brooks,2025-02-20 17:12:13
2024-08-14,9,2,300.0,Chicken,Meat,100,150.0,14,Noah Carter,2025-02-20 16:48:00
2024-08-31,9,1,150.0,Chicken,Meat,100,150.0,31,Ethan Brooks,2025-02-20 17:12:13
2024-07-08,9,2,300.0,Chicken,Meat,100,150.0,14,Noah Carter,2025-02-20 16:48:00
2024-07-16,9,1,150.0,Chicken,Meat,100,150.0,30,Daniel Phillips,2025-02-20 16:48:00
2024-07-25,9,3,450.0,Chicken,Meat,100,150.0,8,Henry Clark,2025-02-20 16:48:00
2024-07-29,9,1,150.0,Chicken,Meat,100,150.0,16,Paul Baker,2025-02-20 16:48:00
2024-07-18,9,3,450.0,Chicken,Meat,100,150.0,35,Ian Porter,2025-02-20 17:12:13
2024-12-05,10,2,240.0,Coffee,Beverages,180,120.0,10,Jack Allen,2025-02-20 16:48:00
2024-12-10,10,6,720.0,Coffee,Beverages,180,120.0,20,Thomas White,2025-02-20 16:48:00
2024-12-15,10,1,120.0,Coffee,Beverages,180,120.0,30,Daniel Phillips,2025-02-20 16:48:00
2024-12-20,10,3,360.0,Coffee,Beverages,180,120.0,10,Jack Allen,2025-02-20 16:48:00
2024-12-25,10,6,720.0,Coffee,Beverages,180,120.0,20,Thomas White,2025-02-20 16:48:00
2025-01-05,10,5,600.0,Coffee,Beverages,180,120.0,10,Jack Allen,2025-02-20 16:48:00
2025-01-10,10,2,240.0,Coffee,Beverages,180,120.0,20,Thomas White,2025-02-20 16:48:00
2025-01-15,10,5,600.0,Coffee,Beverages,180,120.0,3,Charlie Brown,2025-02-20 16:48:00
2025-01-20,10,6,720.0,Coffee,Beverages,180,120.0,26,Zachary Bennett,2025-02-20 16:48:00
2025-01-25,10,5,600.0,Coffee,Beverages,180,120.0,36,Jessica Reed,2025-02-20 17:12:13
2025-02-05,10,3,360.0,Coffee,Beverages,180,120.0,9,Isabella Hall,2025-02-20 16:48:00
2025-02-10,10,2,240.0,Coffee,Beverages,180,120.0,19,Sophia Martin,2025-02-20 16:48:00
2025-02-14,10,3,360.0,Coffee,Beverages,180,120.0,8,Henry Clark,2025-02-20 16:48:00
2025-02-19,10,2,240.0,Coffee,Beverages,180,120.0,18,Ryan Lewis,2025-02-20 16:48:00
2025-02-24,10,6,720.0,Coffee,Beverages,180,120.0,8,Henry Clark,2025-02-20 16:48:00
2024-11-20,10,3,360.0,Coffee,Beverages,180,120.0,37,Kevin Simmons,2025-02-20 17:12:13
2024-11-17,10,3,360.0,Coffee,Beverages,180,120.0,23,Wendy Garcia,2025-02-20 16:48:00
2024-11-01,10,3,360.0,Coffee,Beverages,180,120.0,7,Grace Miller,2025-02-20 16:48:00
2024-11-09,10,3,360.0,Coffee,Beverages,180,120.0,10,Jack Allen,2025-02-20 16:48:00
2024-11-27,10,2,240.0,Coffee,Beverages,180,120.0,24,Xavier Moore,2025-02-20 16:48:00
2024-10-03,10,3,360.0,Coffee,Beverages,180,120.0,2,Bob Smith,2025-02-20 16:48:00
2024-10-31,10,1,120.0,Coffee,Beverages,180,120.0,21,Uma Thompson,2025-02-20 16:48:00
2024-10-24,10,2,240.0,Coffee,Beverages,180,120.0,34,Hannah Stewart,2025-02-20 17:12:13
2024-09-03,10,3,360.0,Coffee,Beverages,180,120.0,2,Bob Smith,2025-02-20 16:48:00
2024-09-01,10,1,120.0,Coffee,Beverages,180,120.0,21,Uma Thompson,2025-02-20 16:48:00
2024-09-26,10,2,240.0,Coffee,Beverages,180,120.0,34,Hannah Stewart,2025-02-20 17:12:13
2024-09-05,10,1,120.0,Coffee,Beverages,180,120.0,5,Emma Wilson,2025-02-20 16:48:00
2024-09-23,10,2,240.0,Coffee,Beverages,180,120.0,23,Wendy Garcia,2025-02-20 16:48:00
2024-08-05,10,1,120.0,Coffee,Beverages,180,120.0,5,Emma Wilson,2025-02-20 16:48:00
2024-08-23,10,2,240.0,Coffee,Beverages,180,120.0,23,Wendy Garcia,2025-02-20 16:48:00
2024-08-15,10,2,240.0,Coffee,Beverages,180,120.0,5,Emma Wilson,2025-02-20 16:48:00
2024-08-26,10,3,360.0,Coffee,Beverages,180,120.0,23,Wendy Garcia,2025-02-20 16:48:00
2024-08-05,10,2,240.0,Coffee,Beverages,180,120.0,5,Emma Wilson,2025-02-20 16:48:00
2024-08-23,10,3,360.0,Coffee,Beverages,180,120.0,23,Wendy Garcia,2025-02-20 16:48:00
2024-07-03,10,2,240.0,Coffee,Beverages,180,120.0,4,David Williams,2025-02-20 16:48:00
2024-07-12,10,3,360.0,Coffee,Beverages,180,120.0,22,Victor King,2025-02-20 16:48:00
2024-07-20,10,4,480.0,Coffee,Beverages,180,120.0,39,Michael Foster,2025-02-20 17:12:13
2024-07-27,10,4,480.0,Coffee,Beverages,180,120.0,26,Zachary Bennett,2025-02-20 16:48:00
2024-10-16,11,1,60.0,Butter,Dairy,200,60.0,10,Jack Allen,2025-02-20 16:48:00
2024-10-05,11,2,120.0,Butter,Dairy,200,60.0,24,Xavier Moore,2025-02-20 16:48:00
2024-10-31,11,2,120.0,Butter,Dairy,200,60.0,39,Michael Foster,2025-02-20 17:12:13
2024-09-16,11,1,60.0,Butter,Dairy,200,60.0,10,Jack Allen,2025-02-20 16:48:00
2024-09-07,11,2,120.0,Butter,Dairy,200,60.0,24,Xavier Moore,2025-02-20 16:48:00
2024-09-15,11,1,60.0,Butter,Dairy,200,60.0,15,Olivia Adams,2025-02-20 16:48:00
2024-09-10,11,1,60.0,Butter,Dairy,200,60.0,32,Fiona Harper,2025-02-20 17:12:13
2024-08-15,11,1,60.0,Butter,Dairy,200,60.0,15,Olivia Adams,2025-02-20 16:48:00
2024-08-10,11,1,60.0,Butter,Dairy,200,60.0,32,Fiona Harper,2025-02-20 17:12:13
2024-08-10,11,3,180.0,Butter,Dairy,200,60.0,15,Olivia Adams,2025-02-20 16:48:00
2024-08-13,11,4,240.0,Butter,Dairy,200,60.0,32,Fiona Harper,2025-02-20 17:12:13
2024-08-15,11,3,180.0,Butter,Dairy,200,60.0,15,Olivia Adams,2025-02-20 16:48:00
2024-07-08,11,3,180.0,Butter,Dairy,200,60.0,15,Olivia Adams,2025-02-20 16:48:00
2024-07-16,11,2,120.0,Butter,Dairy,200,60.0,31,Ethan Brooks,2025-02-20 17:12:13
2024-07-25,11,1,60.0,Butter,Dairy,200,60.0,9,Isabella Hall,2025-02-20 16:48:00
2024-07-29,11,3,180.0,Butter,Dairy,200,60.0,17,Quinn Perez,2025-02-20 16:48:00
2024-07-17,11,1,60.0,Butter,Dairy,200,60.0,36,Jessica Reed,2025-02-20 17:12:13
2024-10-07,12,1,90.0,Cheese,Dairy,150,90.0,4,David Williams,2025-02-20 16:48:00
2024-10-21,12,2,180.0,Cheese,Dairy,150,90.0,13,Mia Scott,2025-02-20 16:48:00
2024-10-03,12,1,90.0,Cheese,Dairy,150,90.0,23,Wendy Garcia,2025-02-20 16:48:00
2024-10-24,12,1,90.0,Cheese,Dairy,150,90.0,34,Hannah Stewart,2025-02-20 17:12:13
2024-09-07,12,1,90.0,Cheese,Dairy,150,90.0,4,David Williams,2025-02-20 16:48:00
2024-09-21,12,2,180.0,Cheese,Dairy,150,90.0,13,Mia Scott,2025-02-20 16:48:00
2024-09-05,12,1,90.0,Cheese,Dairy,150,90.0,23,Wendy Garcia,2025-02-20 16:48:00
2024-09-26,12,1,90.0,Cheese,Dairy,150,90.0,34,Hannah Stewart,2025-02-20 17:12:13
2024-09-06,12,2,180.0,Cheese,Dairy,150,90.0,6,Frank Harris,2025-02-20 16:48:00
2024-09-24,12,1,90.0,Cheese,Dairy,150,90.0,24,Xavier Moore,2025-02-20 16:48:00
2024-08-06,12,2,180.0,Cheese,Dairy,150,90.0,6,Frank Harris,2025-02-20 16:48:00
2024-08-24,12,1,90.0,Cheese,Dairy,150,90.0,24,Xavier Moore,2025-02-20 16:48:00
2024-08-18,12,3,270.0,Cheese,Dairy,150,90.0,6,Frank Harris,2025-02-20 16:48:00
2024-08-28,12,2,180.0,Cheese,Dairy,150,90.0,24,Xavier Moore,2025-02-20 16:48:00
2024-08-06,12,3,270.0,Cheese,Dairy,150,90.0,6,Frank Harris,2025-02-20 16:48:00
2024-08-24,12,2,180.0,Cheese,Dairy,150,90.0,24,Xavier Moore,2025-02-20 16:48:00
2024-07-03,12,3,270.0,Cheese,Dairy,150,90.0,5,Emma Wilson,2025-02-20 16:48:00
2024-07-12,12,2,180.0,Cheese,Dairy,150,90.0,23,Wendy Garcia,2025-02-20 16:48:00
2024-07-21,12,2,180.0,Cheese,Dairy,150,90.0,40,Natalie Cooper,2025-02-20 17:12:13
2024-07-26,12,2,180.0,Cheese,Dairy,150,90.0,27,Amber Cox,2025-02-20 16:48:00
2024-10-18,13,2,300.0,Chicken,Meat,100,150.0,11,Katie Young,2025-02-20 16:48:00
2024-10-10,13,1,150.0,Chicken,Meat,100,150.0,27,Amber Cox,2025-02-20 16:48:00
2024-10-31,13,2,300.0,Chicken,Meat,100,150.0,40,Natalie Cooper,2025-02-20 17:12:13
2024-09-18,13,2,300.0,Chicken,Meat,100,150.0,11,Katie Young,2025-02-20 16:48:00
2024-09-12,13,1,150.0,Chicken,Meat,100,150.0,27,Amber Cox,2025-02-20 16:48:00
2024-09-16,13,2,300.0,Chicken,Meat,100,150.0,16,Paul Baker,2025-02-20 16:48:00
2024-09-15,13,3,450.0,Chicken,Meat,100,150.0,33,George Fisher,2025-02-20 17:12:13
2024-08-16,13,2,300.0,Chicken,Meat,100,150.0,16,Paul Baker,2025-02-20 16:48:00
2024-08-15,13,3,450.0,Chicken,Meat,100,150.0,33,George Fisher,2025-02-20 17:12:13
2024-08-12,13,1,150.0,Chicken,Meat,100,150.0,16,Paul Baker,2025-02-20 16:48:00
2024-08-15,13,2,300.0,Chicken,Meat,100,150.0,33,George Fisher,2025-02-20 17:12:13
2024-08-16,13,1,150.0,Chicken,Meat,100,150.0,16,Paul Baker,2025-02-20 16:48:00
2024-07-09,13,1,150.0,Chicken,Meat,100,150.0,16,Paul Baker,2025-02-20 16:48:00
2024-07-17,13,3,450.0,Chicken,Meat,100,150.0,32,Fiona Harper,2025-02-20 17:12:13
2024-07-26,13,2,300.0,Chicken,Meat,100,150.0,10,Jack Allen,2025-02-20 16:48:00
2024-07-30,13,2,300.0,Chicken,Meat,100,150.0,18,Ryan Lewis,2025-02-20 16:48:00
2024-07-16,13,2,300.0,Chicken,Meat,100,150.0,37,Kevin Simmons,2025-02-20 17:12:13
2024-10-13,14,2,400.0,Fish,Seafood,80,200.0,8,Henry Clark,2025-02-20 16:48:00
2024-10-26,14,1,200.0,Fish,Seafood,80,200.0,16,Paul Baker,2025-02-20 16:48:00
2024-10-10,14,2,400.0,Fish,Seafood,80,200.0,27,Amber Cox,2025-02-20 16:48:00
2024-10-29,14,1,200.0,Fish,Seafood,80,200.0,37,Kevin Simmons,2025-02-20 17:12:13
2024-09-13,14,2,400.0,Fish,Seafood,80,200.0,8,Henry Clark,2025-02-20 16:48:00
2024-09-26,14,1,200.0,Fish,Seafood,80,200.0,16,Paul Baker,2025-02-20 16:48:00
2024-09-12,14,2,400.0,Fish,Seafood,80,200.0,27,Amber Cox,2025-02-20 16:48:00
2024-09-07,14,1,200.0,Fish,Seafood,80,200.0,7,Grace Miller,2025-02-20 16:48:00
2024-09-25,14,2,400.0,Fish,Seafood,80,200.0,25,Yvonne Rodriguez,2025-02-20 16:48:00
2024-08-07,14,1,200.0,Fish,Seafood,80,200.0,7,Grace Miller,2025-02-20 16:48:00
2024-08-25,14,2,400.0,Fish,Seafood,80,200.0,25,Yvonne Rodriguez,2025-02-20 16:48:00
2024-08-21,14,2,400.0,Fish,Seafood,80,200.0,7,Grace Miller,2025-02-20 16:48:00
2024-08-30,14,1,200.0,Fish,Seafood,80,200.0,25,Yvonne Rodriguez,2025-02-20 16:48:00
2024-08-07,14,2,400.0,Fish,Seafood,80,200.0,7,Grace Miller,2025-02-20 16:48:00
2024-08-25,14,1,200.0,Fish,Seafood,80,200.0,25,Yvonne Rodriguez,2025-02-20 16:48:00
2024-07-04,14,2,400.0,Fish,Seafood,80,200.0,6,Frank Harris,2025-02-20 16:48:00
2024-07-13,14,1,200.0,Fish,Seafood,80,200.0,24,Xavier Moore,2025-02-20 16:48:00
2024-07-21,14,1,200.0,Fish,Seafood,80,200.0,1,Alice Johnson,2025-02-20 16:48:00
2024-07-25,14,1,200.0,Fish,Seafood,80,200.0,28,Brian Rivera,2025-02-20 16:48:00
2024-10-08,15,3,150.0,Apples,Fruits,500,50.0,5,Emma Wilson,2025-02-20 16:48:00
2024-10-16,15,3,150.0,Apples,Fruits,500,50.0,30,Daniel Phillips,2025-02-20 16:48:00
2024-09-08,15,3,150.0,Apples,Fruits,500,50.0,5,Emma Wilson,2025-02-20 16:48:00
2024-09-18,15,3,150.0,Apples,Fruits,500,50.0,30,Daniel Phillips,2025-02-20 16:48:00
2024-09-17,15,3,150.0,Apples,Fruits,500,50.0,17,Quinn Perez,2025-02-20 16:48:00
2024-09-20,15,4,200.0,Apples,Fruits,500,50.0,34,Hannah Stewart,2025-02-20 17:12:13
2024-08-17,15,3,150.0,Apples,Fruits,500,50.0,17,Quinn Perez,2025-02-20 16:48:00
2024-08-20,15,4,200.0,Apples,Fruits,500,50.0,34,Hannah Stewart,2025-02-20 17:12:13
2024-08-14,15,2,100.0,Apples,Fruits,500,50.0,17,Quinn Perez,2025-02-20 16:48:00
2024-08-17,15,3,150.0,Apples,Fruits,500,50.0,34,Hannah Stewart,2025-02-20 17:12:13
2024-08-17,15,2,100.0,Apples,Fruits,500,50.0,17,Quinn Perez,2025-02-20 16:48:00
2024-07-09,15,2,100.0,Apples,Fruits,500,50.0,17,Quinn Perez,2025-02-20 16:48:00
2024-07-17,15,1,50.0,Apples,Fruits,500,50.0,33,George Fisher,2025-02-20 17:12:13
2024-07-26,15,3,150.0,Apples,Fruits,500,50.0,11,Katie Young,2025-02-20 16:48:00
2024-07-30,15,1,50.0,Apples,Fruits,500,50.0,19,Sophia Martin,2025-02-20 16:48:00
2024-07-15,15,3,150.0,Apples,Fruits,500,50.0,38,Laura Bennett,2025-02-20 17:12:13
2024-10-13,16,3,90.0,Bananas,Fruits,400,30.0,8,Henry Clark,2025-02-20 16:48:00
2024-10-31,16,4,120.0,Bananas,Fruits,400,30.0,21,Uma Thompson,2025-02-20 16:48:00
2024-10-30,16,4,120.0,Bananas,Fruits,400,30.0,38,Laura Bennett,2025-02-20 17:12:13
2024-09-13,16,3,90.0,Bananas,Fruits,400,30.0,8,Henry Clark,2025-02-20 16:48:00
2024-09-01,16,4,120.0,Bananas,Fruits,400,30.0,21,Uma Thompson,2025-02-20 16:48:00
2024-09-08,16,3,90.0,Bananas,Fruits,400,30.0,8,Henry Clark,2025-02-20 16:48:00
2024-09-26,16,3,90.0,Bananas,Fruits,400,30.0,26,Zachary Bennett,2025-02-20 16:48:00
2024-08-08,16,3,90.0,Bananas,Fruits,400,30.0,8,Henry Clark,2025-02-20 16:48:00
2024-08-26,16,3,90.0,Bananas,Fruits,400,30.0,26,Zachary Bennett,2025-02-20 16:48:00
2024-08-24,16,1,30.0,Bananas,Fruits,400,30.0,8,Henry Clark,2025-02-20 16:48:00
2024-08-01,16,4,120.0,Bananas,Fruits,400,30.0,26,Zachary Bennett,2025-02-20 16:48:00
2024-08-08,16,1,30.0,Bananas,Fruits,400,30.0,8,Henry Clark,2025-02-20 16:48:00
2024-08-26,16,4,120.0,Bananas,Fruits,400,30.0,26,Zachary Bennett,2025-02-20 16:48:00
2024-07-04,16,1,30.0,Bananas,Fruits,400,30.0,7,Grace Miller,2025-02-20 16:48:00
2024-07-13,16,4,120.0,Bananas,Fruits,400,30.0,25,Yvonne Rodriguez,2025-02-20 16:48:00
2024-07-22,16,3,90.0,Bananas,Fruits,400,30.0,2,Bob Smith,2025-02-20 16:48:00
2024-07-24,16,3,90.0,Bananas,Fruits,400,30.0,29,Catherine Lee,2025-02-20 16:48:00
2024-10-03,17,2,50.0,Tomatoes,Vegetables,300,25.0,2,Bob Smith,2025-02-20 16:48:00
2024-10-24,17,3,75.0,Tomatoes,Vegetables,300,25.0,15,Olivia Adams,2025-02-20 16:48:00
2024-10-12,17,3,75.0,Tomatoes,Vegetables,300,25.0,28,Brian Rivera,2025-02-20 16:48:00
2024-10-31,17,3,75.0,Tomatoes,Vegetables,300,25.0,40,Natalie Cooper,2025-02-20 17:12:13
2024-09-03,17,2,50.0,Tomatoes,Vegetables,300,25.0,2,Bob Smith,2025-02-20 16:48:00
2024-09-24,17,3,75.0,Tomatoes,Vegetables,300,25.0,15,Olivia Adams,2025-02-20 16:48:00
2024-09-14,17,3,75.0,Tomatoes,Vegetables,300,25.0,28,Brian Rivera,2025-02-20 16:48:00
2024-09-18,17,4,100.0,Tomatoes,Vegetables,300,25.0,18,Ryan Lewis,2025-02-20 16:48:00
2024-09-25,17,2,50.0,Tomatoes,Vegetables,300,25.0,35,Ian Porter,2025-02-20 17:12:13
2024-08-18,17,4,100.0,Tomatoes,Vegetables,300,25.0,18,Ryan Lewis,2025-02-20 16:48:00
2024-08-25,17,2,50.0,Tomatoes,Vegetables,300,25.0,35,Ian Porter,2025-02-20 17:12:13
2024-08-16,17,3,75.0,Tomatoes,Vegetables,300,25.0,18,Ryan Lewis,2025-02-20 16:48:00
2024-08-19,17,1,25.0,Tomatoes,Vegetables,300,25.0,35,Ian Porter,2025-02-20 17:12:13
2024-08-18,17,3,75.0,Tomatoes,Vegetables,300,25.0,18,Ryan Lewis,2025-02-20 16:48:00
2024-07-10,17,3,75.0,Tomatoes,Vegetables,300,25.0,18,Ryan Lewis,2025-02-20 16:48:00
2024-07-18,17,2,50.0,Tomatoes,Vegetables,300,25.0,34,Hannah Stewart,2025-02-20 17:12:13
2024-07-27,17,2,50.0,Tomatoes,Vegetables,300,25.0,12,Liam Turner,2025-02-20 16:48:00
2024-07-31,17,2,50.0,Tomatoes,Vegetables,300,25.0,20,Thomas White,2025-02-20 16:48:00
2024-07-14,17,2,50.0,Tomatoes,Vegetables,300,25.0,39,Michael Foster,2025-02-20 17:12:13
